"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","deposit"
27,"admin.",3,"university.degree",1,2,1,"cellular","aug","wed","429sec",2,999,0,"nonexistent",-2.9,92.201,-31.4,"0.879%",5076.2,"yes"
23,"admin.",3,"professional.course",1,1,1,"cellular","may","fri","564sec",3,999,0,"nonexistent",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
45,"admin.",1,"university.degree",1,1,1,"cellular","may","tue","167sec",1,9,1,"success",-1.8,92.893,-46.2,"1.266%",5099.1,"no"
31,"technician",2,"university.degree",1,2,1,"cellular","nov","wed","124sec",2,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
37,"admin.",2,"basic.9y",1,2,1,"telephone","jun","thu","209sec",3,999,0,"nonexistent",1.4,94.465,-41.8,"4.866%",5228.1,"no"
39,"admin.",2,"high.school",1,2,1,"cellular","may","mon","303sec",3,999,0,"nonexistent",-1.8,92.893,-46.2,"1.354%",5099.1,"yes"
51,"technician",2,"professional.course",1,2,1,"cellular","apr","thu","115sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.365%",5099.1,"no"
58,"technician",2,"basic.4y",1,1,2,"cellular","oct","wed","867sec", ,4,2,"success",-3.4,92.431,-26.9,"0.74%",5017.5,"no"
39,"technician",2,"professional.course",0,2,1,"cellular","may","fri","608sec",2,999,0,"nonexistent",-1.8,92.893,-46.2,"1.313%",5099.1,"no"
34,"admin.",3,"university.degree",1,1,1,"cellular","jul","tue","98sec",2,999,0,"nonexistent",1.4,93.918,-42.7, ,5228.1,"no"
41,"blue-collar",3,"basic.6y",0,1,1,"cellular","may","fri","211sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.313%",5099.1,"no"
31,"admin.",2,"university.degree",1,1,1,"cellular","nov","thu","282sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.076%",5195.8,"no"
31,"blue-collar",2,"basic.6y",1,2,1,"cellular","jul","fri","207sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
37,"blue-collar",3,"basic.4y",1,2,2,"cellular","jul","wed","156sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
49,"admin.",3,"basic.6y",1,2,2,"cellular","apr","fri","441sec",2,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
59,"technician",2,"unknown",0,1,1,"cellular","may","fri","739sec",2,999,1,"failure",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
31,"technician",2,"professional.course",1,2,1,"cellular","nov","thu","144sec",2,999,0,"nonexistent",-0.1,93.2,-42,"4.076%",5195.8,"no"
36,"admin.",3,"university.degree",1,1,1,"cellular","nov","wed","186sec",5,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
38,"admin.",2,"university.degree",1,1,1,"telephone","jun","thu","142sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
37,"services",3,"high.school",1,2,1,"cellular","apr","wed","165sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"yes"
29,"blue-collar",2,"basic.9y",1,1,1,"cellular","may","wed","366sec",3,999,1,"failure",-1.8,92.893,-46.2,"1.281%",5099.1,"yes"
48,"blue-collar",2,"basic.6y",0,1,2,"cellular","may","wed","152sec",4,999,1,"failure",-1.8,92.893,-46.2, ,5099.1,"no"
36,"self-employed",1,"professional.course",1,2,1,"cellular","aug","wed","157sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
45,"blue-collar",2,"basic.4y",0,1,1,"telephone","may","tue","97sec",8,999,0,"nonexistent",1.1,93.994,-36.4,"4.856%",5191,"no"
40,"blue-collar",2,"basic.4y",0,2,1,"cellular","jul","thu","67sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
37,"admin.",2,"university.degree",1,1,1,"telephone","jul","mon","1009sec",5,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"yes"
30,"blue-collar",2,"basic.9y",1,1,1,"telephone","may","wed","542sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.858%",5191,"no"
41,"management",2,"university.degree",1,1,1,"telephone","jun","thu","21sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.866%",5228.1,"no"
47,"admin.",2,"professional.course",1,1,1,"telephone","jun","mon","317sec",6,999,0,"nonexistent",1.4,94.465,-41.8,"4.865%",5228.1,"no"
46,"admin.",2,"high.school",0,2,1,"cellular","may","wed","293sec",1,999,1,"failure",-1.8,92.893,-46.2,"1.334%",5099.1,"no"
30,"services",2,"high.school",0,1,2,"cellular","nov","thu","178sec", ,999,0,"nonexistent",-0.1,93.2,-42,"4.076%",5195.8,"no"
43,"services",2,"university.degree",1,2,1,"cellular","jul","tue","135sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
20,"technician",3,"unknown",1,1,1,"cellular","jun","mon","441sec",1,999,0,"nonexistent",-2.9,92.963,-40.8,"1.26%",5076.2,"yes"
29,"admin.",3,"university.degree",1,1,1,"cellular","may","wed","142sec",3,999,0,"nonexistent",-1.8,92.893,-46.2,"1.334%",5099.1,"no"
39,"blue-collar",2,"basic.9y",1,2,1,"cellular","jul","thu","266sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
34,"admin.",3,"university.degree",1,2,1,"cellular","apr","mon","305sec",2,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
47,"technician",2,"university.degree",1,2,1,"cellular","aug","wed","345sec",7,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
55,"retired",2,"university.degree",1,2,1,"cellular","jul","fri","188sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
35,"technician",2,"professional.course",1,2,1,"cellular","aug","tue","105sec", ,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
32,"blue-collar",2,"basic.9y",1,1,1,"cellular","may","thu","72sec",2,999,0,"nonexistent",-1.8,92.893,-46.2,"1.327%",5099.1,"no"
54,"services",1,"high.school",1,2,1,"cellular","oct","wed","487sec",3,999,2,"failure",-1.1,94.601,-49.5,"1.016%",4963.6,"yes"
35,"management",1,"university.degree",1,1,1,"cellular","jul","mon","13sec",20,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
25,"student",2,"university.degree",1,1,2,"cellular","apr","fri","74sec",2,999,0,"nonexistent",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
26,"technician",3,"university.degree",1,1,1,"cellular","jul","fri","129sec",2,6,1,"success",-1.7,94.215,-40.3, ,4991.6,"no"
45,"blue-collar",2,"basic.4y",1,1,1,"telephone","may","mon","164sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
31,"admin.",2,"university.degree",1,2,1,"cellular","may","mon","712sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.299%",5099.1,"no"
41,"blue-collar",2,"basic.9y",1,2,1,"cellular","apr","tue","272sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.453%",5099.1,"no"
45,"admin.",2,"high.school",1,1,1,"telephone","jun","fri","48sec",5,999,0,"nonexistent",1.4,94.465,-41.8,"4.967%",5228.1,"no"
31,"admin.",3,"high.school",1,2,1,"cellular","aug","thu","144sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
49,"admin.",2,"basic.9y",1,1,2,"cellular","aug","wed","100sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.964%",5228.1,"no"
29,"admin.",3,"university.degree",0,2,1,"cellular","aug","fri","156sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.966%",5228.1,"no"
30,"blue-collar",3,"high.school",1,2,1,"telephone","may","thu","399sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"no"
28,"admin.",2,"high.school",1,1,1,"cellular","may","fri","35sec",3,999,1,"failure",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
36,"blue-collar",2,"basic.6y",0,1,1,"telephone","jun","mon","183sec",5,999,0,"nonexistent",1.4,94.465,-41.8,"4.865%",5228.1,"no"
43,"admin.",2,"university.degree",0,0,0,"telephone","jun","tue","104sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
31,"technician",3,"professional.course",0,2,1,"telephone","may","mon","188sec",7,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
76,"retired",2,"basic.4y",1,2,1,"cellular","may","fri","1205sec",2,6,2,"success",-1.8,93.876,-40,"0.684%",5008.7,"yes"
30,"admin.",2,"university.degree",1,1,2,"telephone","jun","wed","18sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.962%",5228.1,"no"
32,"technician",2,"professional.course",1,1,2,"telephone","mar","wed","92sec",5,999,0,"nonexistent",-1.8,92.843,-50,"1.778%",5099.1,"no"
24,"services",3,"high.school",1,2,1,"cellular","apr","tue","114sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.423%",5099.1,"no"
31,"management",2,"university.degree",1,2,1,"telephone","jun","fri","422sec", ,999,0,"nonexistent",1.4,94.465,-41.8,"4.967%",5228.1,"no"
37,"services",2,"high.school",1,1,1,"telephone","jun","tue","393sec",3,999,0,"nonexistent",1.4,94.465,-41.8,"4.864%",5228.1,"no"
33,"admin.",3,"high.school",1,1,1,"telephone","may","tue","60sec",1,999,0,"nonexistent",-1.8,92.893,-46.2, ,5099.1,"no"
43,"blue-collar",2,"basic.9y",1,1,1,"telephone","may","wed","111sec",5,999,0,"nonexistent",1.1,93.994,-36.4,"4.858%",5191,"no"
36,"services",2,"basic.9y",1,1,1,"cellular","may","wed","61sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.281%",5099.1,"no"
29,"management",2,"university.degree",1,1,1,"telephone","jun","wed","973sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.962%",5228.1,"yes"
32,"admin.",3,"high.school",1,2,1,"cellular","nov","thu","120sec",1,999,0,"nonexistent",-0.1,93.2,-42, ,5195.8,"no"
34,"admin.",2,"university.degree",1,2,1,"cellular","may","fri","612sec",1,999,2,"failure",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
33,"technician",3,"high.school",1,2,1,"cellular","nov","wed","375sec",1,999,1,"failure",-0.1,93.2,-42,"4.12%",5195.8,"no"
22,"blue-collar",3,"basic.9y",1,2,1,"cellular","jul","mon","79sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
34,"technician",3,"professional.course",1,2,1,"cellular","may","mon","240sec",6,999,0,"nonexistent",-1.8,92.893,-46.2,"1.299%",5099.1,"no"
48,"technician",2,"high.school",1,0,0,"telephone","jun","mon","221sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.96%",5228.1,"no"
43,"blue-collar",3,"basic.9y",1,2,1,"telephone","may","wed","112sec",7,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
53,"management",2,"university.degree",1,2,1,"cellular","jul","fri","136sec",5,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
40,"blue-collar",2,"high.school",1,1,1,"cellular","jul","wed","319sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
36,"blue-collar",1,"basic.9y",0,2,1,"cellular","may","wed","14sec",4,999,0,"nonexistent",-1.8,92.893,-46.2,"1.281%",5099.1,"no"
32,"blue-collar",2,"basic.4y",1,1,1,"cellular","may","fri","265sec",7,999,0,"nonexistent",-1.8,92.893,-46.2,"1.25%",5099.1,"no"
45,"services",2,"basic.9y",1,1,2,"telephone","may","mon","298sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.858%",5191,"no"
27,"admin.",3,"unknown",1,1,1,"cellular","mar","tue","128sec",1,3,1,"success",-1.8,93.369,-34.8,"0.637%",5008.7,"yes"
33,"management",3,"university.degree",1,2,1,"telephone","nov","thu","88sec", ,999,1,"failure",-0.1,93.2,-42,"4.076%",5195.8,"no"
55,"admin.",3,"high.school",1,2,1,"cellular","apr","tue","461sec",2,999,1,"failure",-1.8,93.075,-47.1,"1.423%",5099.1,"no"
30,"services",2,"basic.9y",1,1,1,"cellular","jul","tue","70sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
33,"unemployed",1,"basic.9y",1,0,0,"cellular","jul","mon","385sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
47,"management",1,"university.degree",1,2,1,"telephone","may","fri","29sec", ,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
33,"management",3,"university.degree",1,1,1,"cellular","apr","tue","113sec",3,999,1,"failure",-1.8,93.749,-34.6,"0.644%",5008.7,"no"
52,"blue-collar",2,"high.school",0,1,1,"telephone","jun","mon","777sec",4,999,0,"nonexistent",1.4,94.465,-41.8,"4.865%",5228.1,"yes"
52,"unemployed",2,"high.school",0,1,1,"telephone","may","thu","218sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"no"
36,"management",1,"high.school",1,1,2,"cellular","nov","wed","709sec",2,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"yes"
46,"blue-collar",3,"basic.9y",0,2,1,"cellular","jul","thu","446sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
46,"blue-collar",2,"basic.9y",1,1,1,"cellular","aug","thu","67sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"no"
38,"unemployed",2,"basic.4y",0,1,1,"cellular","jul","tue","195sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
26,"technician",3,"university.degree",1,1,1,"cellular","sep","fri","374sec",1,999,0,"nonexistent",-1.1,94.199,-37.5, ,4963.6,"yes"
66,"retired",2,"basic.4y",1,2,1,"cellular","mar","thu","156sec",1,999,0,"nonexistent",-1.8,92.843,-50,"1.65%",5099.1,"yes"
52,"blue-collar",2,"professional.course",1,1,2,"telephone","may","wed","611sec",3,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
39,"student",3,"unknown",1,2,1,"cellular","jun","fri","474sec",3,999,0,"nonexistent",-2.9,92.963,-40.8,"1.224%",5076.2,"yes"
41,"blue-collar",2,"basic.9y",1,2,1,"telephone","jun","mon","119sec", ,999,0,"nonexistent",1.4,94.465,-41.8,"4.96%",5228.1,"no"
33,"blue-collar",2,"basic.4y",1,1,1,"telephone","may","fri","33sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.864%",5191,"no"
37,"blue-collar",1,"basic.9y",1,2,1,"cellular","jul","thu","1150sec",4,999,0,"nonexistent",1.4,93.918,-42.7,"4.968%",5228.1,"yes"
28,"admin.",2,"university.degree",1,2,1,"cellular","apr","wed","261sec",1,999,0,"nonexistent",-1.8,93.075,-47.1,"1.445%",5099.1,"no"
33,"entrepreneur",2,"university.degree",1,2,2,"cellular","nov","wed","380sec",2,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
34,"technician",3,"professional.course",1,2,2,"cellular","aug","thu","414sec", ,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"no"
40,"blue-collar",2,"basic.6y",0,1,1,"telephone","may","thu","322sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"no"
57,"self-employed",2,"basic.4y",1,1,1,"telephone","jun","wed","162sec",3,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
52,"unemployed",2,"unknown",1,2,1,"cellular","jul","mon","199sec",7,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
35,"admin.",1,"university.degree",1,1,1,"cellular","nov","fri","263sec",6,999,0,"nonexistent",-0.1,93.2,-42,"4.021%",5195.8,"no"
31,"blue-collar",2,"high.school",1,1,1,"telephone","jun","wed","544sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.864%",5228.1,"no"
46,"admin.",2,"university.degree",1,1,1,"telephone","jul","tue","53sec",6,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
56,"retired",3,"university.degree",1,2,1,"cellular","nov","wed","68sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
34,"blue-collar",3,"high.school",1,1,2,"telephone","may","tue","160sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
33,"services",2,"high.school",1,1,1,"cellular","jul","tue","85sec",8,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
38,"blue-collar",2,"basic.6y",1,2,1,"cellular","may","tue","788sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.344%",5099.1,"yes"
50,"services",1,"basic.6y",1,1,2,"cellular","jul","wed","684sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"yes"
37,"blue-collar",2,"basic.4y",1,1,2,"cellular","may","fri","269sec",1,999,0,"nonexistent",-1.8,92.893,-46.2,"1.313%",5099.1,"no"
39,"technician",2,"university.degree",1,1,1,"cellular","aug","tue","191sec",1,999,0,"nonexistent",1.4,93.444,-36.1, ,5228.1,"no"
29,"admin.",2,"university.degree",1,2,1,"cellular","jun","tue","201sec",1,999,0,"nonexistent",-1.7,94.055,-39.8,"0.702%",4991.6,"yes"
22,"blue-collar",3,"high.school",1,2,1,"cellular","jul","wed","123sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
25,"admin.",3,"university.degree",1,1,2,"cellular","apr","fri","207sec",1,999,0,"nonexistent",-1.8,93.749,-34.6,"0.645%",5008.7,"no"
29,"admin.",2,"high.school",1,1,1,"telephone","may","fri","288sec",3,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
32,"management",1,"university.degree",0,2,1,"cellular","jul","thu","489sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.958%",5228.1,"no"
27,"student",3,"high.school",1,1,2,"cellular","jul","wed","537sec",2,999,1,"failure",-2.9,92.469,-33.6,"1.029%",5076.2,"no"
33,"services",2,"high.school",1,2,1,"cellular","may","tue","737sec",3,999,0,"nonexistent",-1.8,92.893,-46.2,"1.291%",5099.1,"yes"
46,"blue-collar",2,"basic.9y",0,2,2,"cellular","nov","wed","575sec",6,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
54,"technician",2,"basic.6y",1,1,1,"cellular","jul","thu","112sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
37,"blue-collar",2,"professional.course",1,2,1,"telephone","jun","thu","65sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.866%",5228.1,"no"
22,"blue-collar",3,"basic.9y",1,2,1,"cellular","jul","mon","245sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
31,"blue-collar",2,"basic.9y",1,2,1,"telephone","jun","mon","198sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.947%",5228.1,"no"
41,"admin.",2,"professional.course",0,2,1,"telephone","jun","thu","122sec",2,999,0,"nonexistent",1.4,94.465,-41.8,"4.958%",5228.1,"no"
60,"retired",2,"university.degree",1,2,1,"cellular","jul","mon","120sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
39,"admin.",2,"basic.9y",1,1,1,"telephone","may","fri","127sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.855%",5191,"no"
59,"admin.",1,"high.school",1,0,0,"telephone","may","wed","157sec",3,999,0,"nonexistent",-1.8,92.893,-46.2,"1.281%",5099.1,"no"
37,"blue-collar",2,"basic.9y",1,1,1,"cellular","may","wed","225sec",2,999,0,"nonexistent",-1.8,92.893,-46.2,"1.334%",5099.1,"no"
28,"admin.",3,"high.school",1,1,2,"cellular","jul","mon","157sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
49,"unemployed",2,"high.school",1,1,1,"cellular","sep","wed","292sec",1,999,0,"nonexistent",-3.4,92.379,-29.8,"0.768%",5017.5,"yes"
34,"blue-collar",3,"unknown",1,1,1,"cellular","mar","fri","98sec",2,999,0,"nonexistent",-1.8,93.369,-34.8,"0.636%",5008.7,"no"
34,"blue-collar",3,"university.degree",1,1,1,"telephone","may","wed","156sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
58,"retired",1,"high.school",1,1,1,"cellular","aug","thu","398sec",2,999,1,"failure",-2.9,92.201,-31.4,"0.829%",5076.2,"yes"
38,"admin.",2,"high.school",1,1,2,"cellular","jul","thu","106sec",3,999,0,"nonexistent",1.4,93.918,-42.7, ,5228.1,"no"
27,"admin.",2,"university.degree",1,1,2,"telephone","may","mon","86sec",1,999,1,"failure",-1.8,92.893,-46.2,"1.264%",5099.1,"no"
25,"blue-collar",3,"basic.9y",1,2,2,"telephone","jun","thu","112sec",4,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
26,"student",3,"high.school",1,1,1,"cellular","mar","wed","236sec",2,999,0,"nonexistent",-1.8,92.843,-50,"1.602%",5099.1,"no"
30,"technician",3,"professional.course",1,2,1,"cellular","aug","mon","244sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
51,"technician",1,"high.school",0,1,1,"cellular","aug","tue","162sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"no"
40,"blue-collar",2,"high.school",1,2,1,"cellular","aug","mon","158sec",1,4,1,"success",-2.9,92.201,-31.4,"0.884%",5076.2,"no"
43,"blue-collar",3,"basic.4y",0,1,1,"telephone","may","tue","222sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
33,"admin.",2,"high.school",0,2,1,"cellular","aug","tue","68sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
58,"blue-collar",1,"basic.4y",1,2,1,"cellular","jul","thu","158sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.958%",5228.1,"no"
34,"services",2,"professional.course",1,2,2,"cellular","may","mon","275sec",3,999,0,"nonexistent",-1.8,92.893,-46.2,"1.354%",5099.1,"no"
40,"admin.",3,"university.degree",1,1,2,"telephone","jun","wed","48sec",3,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
35,"technician",2,"university.degree",0,2,1,"cellular","nov","wed","108sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
50,"services",2,"professional.course",0,2,1,"telephone","may","fri","211sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.855%",5191,"no"
38,"blue-collar",3,"high.school",0,1,1,"cellular","jul","thu","147sec",3,999,0,"nonexistent",1.4,93.918,-42.7, ,5228.1,"no"
34,"admin.",3,"high.school",1,2,1,"cellular","apr","fri","183sec",1,999,1,"failure",-1.8,93.075,-47.1,"1.405%",5099.1,"no"
50,"housemaid",1,"basic.4y",1,1,1,"telephone","sep","tue","57sec",1,999,0,"nonexistent",-1.1,94.199,-37.5, ,4963.6,"no"
36,"blue-collar",2,"basic.6y",0,2,1,"telephone","may","mon","145sec",4,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
36,"management",2,"high.school",1,1,1,"telephone","may","wed","29sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.858%",5191,"no"
57,"housemaid",1,"basic.6y",1,2,1,"cellular","jul","tue","87sec",3,999,0,"nonexistent",1.4,93.918,-42.7,"4.961%",5228.1,"no"
40,"technician",2,"professional.course",0,1,1,"telephone","jun","mon","21sec",1,999,0,"nonexistent",1.4,94.465,-41.8,"4.865%",5228.1,"no"
57,"blue-collar",2,"basic.4y",0,1,1,"telephone","jun","tue","332sec",5,999,0,"nonexistent",1.4,94.465,-41.8,"4.961%",5228.1,"no"
26,"technician",3,"university.degree",1,2,1,"cellular","jul","thu","261sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.958%",5228.1,"no"
40,"technician",2,"professional.course",0,2,1,"cellular","aug","mon","198sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.97%",5228.1,"no"
30,"admin.",2,"university.degree",1,1,2,"cellular","aug","tue","113sec",3,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
27,"services",3,"high.school",1,2,2,"cellular","may","mon","665sec",3,999,1,"failure",-1.8,92.893,-46.2,"1.244%",5099.1,"no"
46,"services",2,"high.school",1,2,2,"telephone","jul","wed","36sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.963%",5228.1,"no"
36,"admin.",3,"university.degree",1,1,1,"cellular","nov","wed","337sec",1,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"yes"
40,"technician",2,"professional.course",1,1,1,"cellular","aug","tue","348sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"no"
32,"technician",3,"university.degree",1,1,1,"cellular","aug","thu","64sec",1,999,0,"nonexistent",1.4,93.444,-36.1,"4.968%",5228.1,"no"
40,"services",2,"basic.6y",0,1,1,"cellular","jul","mon","209sec",1,999,0,"nonexistent",1.4,93.918,-42.7,"4.96%",5228.1,"no"
33,"blue-collar",3,"high.school",1,2,2,"telephone","may","thu","22sec",6,999,0,"nonexistent",-1.8,92.893,-46.2, ,5099.1,"no"
36,"admin.",2,"professional.course",1,1,1,"cellular","aug","fri","75sec", ,999,0,"nonexistent",1.4,93.444,-36.1, ,5228.1,"no"
20,"student",3,"university.degree",1,2,1,"cellular","jul","fri","1503sec",11,999,0,"nonexistent",1.4,93.918,-42.7,"4.957%",5228.1,"no"
31,"admin.",2,"high.school",1,1,1,"telephone","may","mon","313sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.858%",5191,"no"
30,"technician",3,"university.degree",1,1,1,"cellular","nov","thu","78sec",2,999,0,"nonexistent",-0.1,93.2,-42,"4.076%",5195.8,"no"
31,"entrepreneur",2,"basic.9y",1,1,1,"cellular","nov","wed","558sec",3,999,0,"nonexistent",-0.1,93.2,-42,"4.12%",5195.8,"no"
42,"admin.",2,"university.degree",1,2,1,"telephone","may","tue","254sec",2,999,0,"nonexistent",1.1,93.994,-36.4,"4.857%",5191,"no"
33,"admin.",1,"basic.9y",1,1,1,"telephone","may","fri","93sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.855%",5191,"no"
41,"admin.",2,"university.degree",0,2,2,"cellular","apr","thu","240sec",3,999,0,"nonexistent",-1.8,93.075,-47.1, ,5099.1,"no"
44,"management",2,"university.degree",1,2,1,"cellular","nov","mon","130sec",1,999,1,"failure",-0.1,93.2,-42,"4.191%",5195.8,"no"
37,"entrepreneur",2,"basic.9y",1,0,0,"cellular","jul","tue","268sec",2,999,0,"nonexistent",1.4,93.918,-42.7,"4.962%",5228.1,"no"
59,"retired",2,"unknown",1,1,2,"cellular","aug","fri","88sec",2,999,0,"nonexistent",1.4,93.444,-36.1,"4.963%",5228.1,"no"
30,"blue-collar",2,"basic.9y",0,2,1,"telephone","may","thu","180sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.855%",5191,"no"
35,"admin.",2,"high.school",1,2,2,"telephone","jun","fri","14sec",9,999,0,"nonexistent",1.4,94.465,-41.8,"4.959%",5228.1,"no"
32,"blue-collar",2,"high.school",0,2,1,"telephone","may","thu","200sec",1,999,0,"nonexistent",1.1,93.994,-36.4,"4.86%",5191,"no"
